confidence,errors,feedback,success,tests,essayText,score,myscore,correct
0,['Could not extract features and score essay.'],,False,[],"In general, people are living longer now because they are being conscious in their health and physical body. People are taking food supplements to maintain their good health and healthy body. Some of the individuals are enrolling in gym to keep their body fit and healthy. They are conscious in eating the right kinds of foods so that they can prevent from illness or diseases.",0,2,
0,['Could not extract features and score essay.'],,False,[],In general people's are living longer now because these people maintain our health .these people' were go to walk daily.thee people daily do a exercise like yoga etc.these people woks very hard .,0,1,
0,['Could not extract features and score essay.'],,False,[],"In past people did not get all facilities easily such as hospitality, proper education about health but now we get all this things easily . Means in our one call ambulance is ready to pick up the patient. There are many health education centre by whom we came to know about proper diet, excersies such as yogas, zoomba and many other health tips which would help us to maintain our body fit. In past people were not know all that thinks. I think that this is the main reason for the above statemnt that is the ""people living longer now"".",0,2,
0,['Could not extract features and score essay.'],,False,[],"People has more chances of living longer now because of advance technology. We have developed different kinds of medical technologies that can identify different kinds of illnes. Like for example, for the newly born babies, they have new born screening which identify possible illnes or abnormalities of the babies in the future as they grow older. With this kind of technology, it really helped the people to take care of their health conditions and for further prevention of their future illness.",0,2,
0,['Could not extract features and score essay.'],,False,[],"In today's generation, many medicines are invented that cause people to live much longer. There are also health care provider that helps sickness people to check upon and received prescriptions from a physicians. Because of these,though the lifestyle in todays generation are more likely in a fast chain, it will help people to live longer with less stress. Enjoying oneselves is also one cause that people can live longer as it will reduced stress in our body and avoid the sickness that may occur on each body.",0,2,
0,['Could not extract features and score essay.'],,False,[],Hi i am manzoor ahmad i am from ladakh i wish that i belive every local man during best realiship in our socicety i n our ground pacement i and always say the longer phenomenon ii our good time in the socity that clean and right thing in the socitey thanks to my feeling i wish that the i improved the great work ok byeeeee thanx to alll,0,0,
0,['Could not extract features and score essay.'],,False,[],"We have entered 21 st century which is marked by rapid developments and discoveries in medical field along with an emerging holistic approach towards life.Many diseases have been completely irradicated and various vaccines have been introduced.People are more aware of their lifestyles and eating habits.Gyms,Spas,Health clubs and medical insurance are on roll.This indicates the awareness and mindfulness of people towards living better and longer.The average life expectancy at birth has improved immensely compared to decades back.Today we have a cure for most fatal diseases which has striked out a great probability of loss of life.Unlike earlier times,say at the begining of 21 st century and before the medical arenas were not as developed, neither was there good connectivity of roads and communication services.People died in masses in case of a wide spread epidemic.Conditions have gone a sea change since then.Also people have started living life with a healthier and happier approach.Importance of human life is immense.More and more people have come in terms of this fact and there has been a psychological modifications in most people.People today are more conscious of their habits and lifestyles and work willingly to improve their life expectancy.Another factor has been safe and secure housing.When our ancestors resided in forest,they dealt with the constant risk of being attaked by other wild animals.There was an ever continuing competition with other life forms.Only the fittest survived.But the civilization of human has improved the situation and decreased the tussle for life. All the drastic and applausable advancements in medical fields have been a boon for mankind.Besides this,the general awarness amongst people about their lifestyles,safety,health hazards have contributed towards a longer life.",0,5,
0,['Could not extract features and score essay.'],,False,[],"People are living longer is a true statement which is possible ,majorly due to new inventions and breathtaking technology in the health sector.The improvement of the health sector was boosted by the industrial revolution in the 19th centuary.Pharmaceutical companies are earning huge amounts of revenue for the single reason there is cure for almost every disease and ailment.Indian companies such as Sun Pharma have been top earners of revenue in the Indian business scenario.The path breaking eradication of small pox,reduction in the cases of polio attacks by introducing polio drops to children,effective administration of insulin to diabetes,introduction of various vaccines for babies such as protection from various viral diseases,antivenom invention to treat snake bites and various other inventions and improvement in the health sectorhave been an impetus for people to live longer.There have also been an increase of health personnel like doctors,nurses,surgeons etc who are actually trained in various fields such orthopaedist,gynaecology,heart surgeons etc who are provinding quality services to the people Science has further grown not only has health sector been improved but also the supporting sectors have also improved such as infrastructure,transportation, communication and many other sectors which has actually improved the standard of living .People earn more than compared during last 100 years and all services are available to everyone . The lives of the people have become more peaceful,there are no endless wars or any war of mass scale happening .Countries urge for peace and cooperation .The wars were a vital reason in the past when thousands used die on the battlefield and other part of people used to perish in famine or in plagues.The present world is different ,countries help each other during natural disasters or famines or any kind of calamity. These are the reasons for the enhancement of human lives at present.",0,3,
0,['Could not extract features and score essay.'],,False,[],People have hygenic food and physically fit as well having good job.so the people are happy and living longer now.,0,1,
0,['Could not extract features and score essay.'],,False,[],"Now a days people are living longer beacsue of the environment and neature of the people where they are living and mainly type of food what they are having is hygenic and they are living the such ares where there is less of pollution and having frsh air is also one of the big advantage for them to live long. when any people live this kind of environment its keep their helth good always and they need to go to haospitals so they will not take any tablests which can be make side effoect on human body. and daily basis they will be working very hard to get their food and daily needs so this is also one of the best reason to keep them healthy along with their environment and living area. so when they are working daily they will be physically fit and they will avoid the sugar, BP these kind of disease and they will be healthy for long time. when the people have no any other health issue so they will be dafinatly live longer now a days. and the food what they are preparing it will not include any chemical in that so there is no side effect from the food what they are having. vegetable, rice whatever they will be having all the food is growing with their own land with out any chemical. so when people have the food like this there will be less of disease to those people and they will live longer.and if i want to give one more good example for them who live longer now is water. the water what they are drinking is purified and there is no water pollution at all with the water what they are drinking.and all those people now are most loving people they will be keep helping one another and they are so cousious about their helth and safty and they will encourage their kinds and educate them to be live like them so that in future their kids also has to live longer like them. and they will be happy in their life always. when they are good at health and all heart disease also will not be their for them because there is no chlostrol which will cause for heart disease. so these are the resonsand examples for the people are living longer now.",0,4,
0,['Could not extract features and score essay.'],,False,[],"People are living longer because they want to stay young. From letters to emails to facebook to now snapchat we are all trying to keep up with this fast moving world, with this rush of time moving fast we are trying to keep aside the fact that we are aging with it. People are trying to keep our health on check. Market is full of healthcare products and treatments to give people that. They are investing more on good quality of living - healthy diet, exercising, treatments, etc.",0,1,
0,['Could not extract features and score essay.'],,False,[],people living longer now because of their healthy life style and having regulare healthy food consumption.people who are living long means it implicate that they have learned to maintain their physical development and mental growth.ofcource people will live long by good health assisstance provided by the government of india. reason for the people ars living longer now because god put them to lead a long life.,0,1,
0,['Could not extract features and score essay.'],,False,[],"The statement given above is highly agreed upon. In a general view, we do see alot of people living longer as compared to their older generation counterparts. In the recent years, there is no denial to the fact that people have become more concerned about their health and fitness. The living standard of the people has considerably enhanced all around the world in the recent era. Every individual seeks to make his life better in every way possible due to which we have also observed a growing market for organic and healthy food, fitness centres,yoga classes, etc. Slowly and staedily people have accepted these activities into their daily normal lifesytyle and the benefits are being surely reaped. The Life- expectancy ratio has considerably enhanced over the years in various countries because of the adoption of a more organized lifestyle. Other point worth noting to support the statement and underline the reason is that a lot of countries which were plagued by poverty, lower standard of living and unhygienic contditions have been slowly moving on a developing path wherein conditions have become a lot better as compared to the 20 years past. Steps taken by developing countries such as India in the recent times to develop the nation and the interests of the people therein, in the form of providing better living conditions, hygiene care and reduction of poverty has indirectly increased the life- expectancy rate in India. Similarly, such enhanced living conditions have definitely led topeople living healthier and longer. A famous personality once said,""A healthy heart and a healthy mind are the paths to success"". Definitely, a good state of your body and mind rejuvenates the mechanism of the functioning of the body leading you to a longer life. A developing concern by the people, attempts by the countries and adoption of a healhy lifestyle and a few of the resons we see people living longer now.",0,4,
0,['Could not extract features and score essay.'],,False,[],"Yes its right that people are living longer nowadays this is because the good diet they get and the good environment they get.The good environment is helpful in long living of people.Now people have gud lifestyle good diet,fresh food they are provided.Moreover the diseases chances are now lesser in people becauseb they get good hygiene and good eye of doctor on them.Thats why today the death rate have become low and people are living longer lives.",0,2,
0,['Could not extract features and score essay.'],,False,[],"now first of all to be development of health science and peoplesare able to live longer . in the past there are many diseases which could not be cured caused the death of thousands of adults and childrenall over the woard. for e.g before finding the best way of treatment peoples are taking part in many healthy activites in early morning they do execise andother physics activites to the developed toessay living the longer and healthy life to people they are developed activites like that jogging , swimming etc...",0,2,
0,['Could not extract features and score essay.'],,False,[],"Talking about the previous generations we se that there were several diseases which cannot be cured,because at that time there were no proper medical treatment.At that time the science in the field of medical has not increased to that extend as that of now.i In recent time we see that medical science has increased to a great extend.now its is even possible to cure a disease which was earlier thought to be impossible.So we can see that people live longer now a days as compared to earlier days.Now we can get all types of medical facilities for types of treatmaent.",0,2,
0,['Could not extract features and score essay.'],,False,[],"People live longer now for several reasons. Technological advancement in dealing with illnesses is one. It improves quality of living by engaging sick patients in their course of recovery. Advertisments as well are rampant in all sorts of media that educate people on how to live a healthy lifestyle. Medication for certain illnesses are also highly available in the market that allows consumers to buy prescribed medicine for their condition. Doctors, nurses and other health providers as well are being collaborative with each one, that paves way for the team to monitor disease progress or healing in a faster manner. Machines that are being used in the hospital as well are well-equipped and maintained to offer high-end service for patients seeking for hospital admission. The sanitation is also deemed with much importance in the hospital so as not to aggravate the condition of sick patients. In addition to that, microorganims are being minimized by continuously abiding to hospital sanitation and policy. Hence by accessible hospitals, available cure such as medication to certain illnesses, skilled health professionals and medical apparatus and continued researches on how to deal with life-threatening conditions, have served their purpose in prolonging lives of people. As such, those factors evidently have helped people who has terminal illness cope up with the best that they can with the available options provided for them. Although healing takes time, it also needs spiritual intervention to get ourselves be attached to reality that nothing on Earth is constant, and even our lives are just temporary and that doesn't exempt us, human beings. Human as we are, we are entitled to face death. And as living creatures, it all boils down on how responsible we are in making choices. From the food we intake to the lifestyle we chose to prolong our life.",0,4,
0,['Could not extract features and score essay.'],,False,[],"The previous scenario includes large number of deaths at the age of maximum 50-60.The present scenario with the use of advanced medical technologies has brought a drastically change in increment of life span of a person.Due to shortage of technologies earlier the death rate was high but with the use of technologies like - heart transplantation,by-pass, various surgery, repair of bones through plaster, eye transplant, and many others facilites which enable an individual to live longer .. Many hazards like earthquake,floods,various environmental hazards that have been taken place in olden days causes death of lakhs of people ,where their was no facility of building their worn out parts of body or even many people die due to starvation .In the prsent days, government provide many facilites and free services like first-aid , hospital and even sometimes home to the poor people for their livelihood. Moreover, the victims of natural hazards are provided with financial ,mental,and health facilites that is helping them to cure themselves .This has brought a change in the country and the decrement in the death rate. Awareness among the people about wahat is good for health and what is not. Which environment is suitable and what not has increased that is helping the people to take care about theri health and makes them live longer..Even in village areas , large organsiations conduct health wealth and education related awareness programs to make villagers aware of how to upgrade themselves and what to do in some critical situations. this has helped to inculcate the feeling of how to lead a longer life among the uneducated people too. inspite of all the faciliities and awarenes progrmas conducted by the government and various organsiations death rate is not decreasing upto the desried extent ,.This is beacause of adaptaing wrong habits like smoking ,liquor, and use of narcotic drugs. government should take strict actions against this habit to improve the nation",0,4,
0,['Could not extract features and score essay.'],,False,[],"According to me in general people are living longer now because of best treatment has provided by the doctors.many medicines are available to improve our health.in this era many diseases are treeted by the doctor for thae long life for the people.in this age cancer is also treatable.in the older days when the pepole had not treated by the doctor that may caused of the death.so i think that today is very easy to solve any trouble into the health that should be solved by the doctors.this is the era of science where nothing is impossible.everything is possible in this age.medical science research in many sides of the diseases. many of the people are fight for the diseases end improve the health.one of the best example of that is cricketr Youraj singh fight for the blood cancer and take a treatment into the abroad now he is good for health.so now a days people live long. I hear the news about the sanjivani buti is found so we can also say that ,this is one of the fact that also improves the health of the people many treatments are available into tha medical science.it is vero important to know about whart are the treatments are available into science.In ayurvedic where we use buti for the treatment,in the homeopethic some tablets are available. Diseases are like skin problem,lungs,heart problem general problem etc. in different types of diseases ,different types of doctors are available that treats the patient and improve your health.so we can say that now a days people are basicaqlly depends on the medicines but they live long. So in general people are living longer now a days because of the medical science develop different medicinces to improve the health of the people and give a longer life to the people.and it takes the care of the people.this is the best way for living a life.it helps to live longer in now",0,3,
0,['Could not extract features and score essay.'],,False,[],"The general people are living longer firstly, they life full of enjoyment and work in desipline. bcoz work is very important in life. happines person are very happy.",0,1,
0,['Could not extract features and score essay.'],,False,[],"People do live longer now a days because they are much more health conscious than before. People do make sue to have a proper diet and enough exercise to make them fit and strong. People do know the fact that in order for them to be more productive they should be healthy. Now a days, there are a lot of opportunity to work and be promoted if you are healthy and strong to fit the work needs. This is very much applicable in the call center industry which you need to work even during night time. These are the main reason why people do live longer now a days.",0,1,
0,"['Essay could not be added to essay set:""People are living longer now"" is pretty much a true statement and the reason behind this is the advancement in the field of Medical Science. The world has developed at a good pace with development of technologies and researches in various field of science. The contribution made in the field of medical science in the techonological aspect is comendable. The chance of survival from a severe disease has drastically increased as of researchers can experimentally test the success rate of cure for any disease using the tech aspects designed for the same. Few examples are: the Laser treatment for skin, kidney stones etc., MRI scans for fast detection of internal damage etc. Even in the field of Medical drugs production, the discovery of new elements and the stabilty of many compounds to produce effective medicines can now be well tested using experimental environment. The Medical Science has now got more medicinal cure which is safe and easy to go through rather than going through the tedious, expensive and painful operations. Such medicainal cure are affordable and any class of people can afford it. Apart from these aspects the Government has also taken many initiative to erradicate diseases which can be avoided at a much previous stage by spreading awareness and organising health camps. Hence the newly borns can be made safe from such diseases. WHO(World Health Organisation) is the major body that looks into this matter. It creates statistical report every year to rate the countries in terms of health and death rate. It also enforces countries under its guidance to take necessary step to avoid any major mishap. No medical way of keeping onself fit is also encouraged by WHO. By the awareness drives,yoga and exercise Ona whole the people are much safer now in comparison to the earlier time when such medical advancements were not present. The chances of living a fresh and healthy life are much greater now. Fitness is', 'Could not extract features and score essay.']",,False,[],"""People are living longer now"" is pretty much a true statement and the reason behind this is the advancement in the field of Medical Science. The world has developed at a good pace with development of technologies and researches in various field of science. The contribution made in the field of medical science in the techonological aspect is comendable. The chance of survival from a severe disease has drastically increased as of researchers can experimentally test the success rate of cure for any disease using the tech aspects designed for the same. Few examples are: the Laser treatment for skin, kidney stones etc., MRI scans for fast detection of internal damage etc. Even in the field of Medical drugs production, the discovery of new elements and the stabilty of many compounds to produce effective medicines can now be well tested using experimental environment. The Medical Science has now got more medicinal cure which is safe and easy to go through rather than going through the tedious, expensive and painful operations. Such medicainal cure are affordable and any class of people can afford it. Apart from these aspects the Government has also taken many initiative to erradicate diseases which can be avoided at a much previous stage by spreading awareness and organising health camps. Hence the newly borns can be made safe from such diseases. WHO(World Health Organisation) is the major body that looks into this matter. It creates statistical report every year to rate the countries in terms of health and death rate. It also enforces countries under its guidance to take necessary step to avoid any major mishap. No medical way of keeping onself fit is also encouraged by WHO. By the awareness drives,yoga and exercise Ona whole the people are much safer now in comparison to the earlier time when such medical advancements were not present. The chances of living a fresh and healthy life are much greater now. Fitness is",0,4,
0,['Could not extract features and score essay.'],,False,[],"In general people live longer, because definately by the good health. Due to the regular routing , Exercise, Healthy diet. People are aware about hte nature . They know about the benifits of regular routine and proper food. They also prefer the proper doctor guidance for healthy life. They do not prefer the outside food. They go for walk in the morning.",0,1,
0,['Could not extract features and score essay.'],,False,[],People live longer because right now there are too many medicines to drink to healthy lifestyle drink which they will help you to become fit & stay strong. Aside from that people also wants to have a healthy living because our environment too much pollution so that why to stay fit we must drink a vitamins & do regular exercise. In order to stay healthy. Aside from that we should avoid stress that can lead you to many sickness. We should enjoy a healthy lifestyle. Avoid stressing yourself if you have a problem try to resolve it but not too serious if you cannot handle it then smile on it. And lastly ask for God's guidance to have a good & healthy living.,0,2,
0,['Could not extract features and score essay.'],,False,[],"develop on villege and then devloping hospital and then dcoters ect... people going goinf hosptal surgeries worker on develop the foring dabld using on people then people are living longer and then gein is devolped on new young man and then people devloping a knowlage and then go to hospital every person go on dactors and then lot of dectors in my country but each and every person going on hospital example sugar pesand, hiv. money is very importan on county.relation develop on my routaion important on blood relasion my sister and brothers gin is very very importan he bacause using on bload. life is a very import and body condsion very import it will make",0,1,
0,['Could not extract features and score essay.'],,False,[],"Owing to the improvement in medical infrastructure, medicines for many epic diseases have been found. Not only for that even medicines for different types of cancer have been found. medicines for genetical diseases have found with the help of nano technology. stem cell therapy helps in curing many diseases. Medicines which are not available only in foregin country are now accessed through modern transport facility. there are many live saving drugs available in the market in less price due low cost of production. due to competition many pharamacutical company manufacture medicines at low cost to increase there reputation in the market.",0,2,
0,['Could not extract features and score essay.'],,False,[],"With the fast paced growth of technology in the recent years, there has been a hand in hand increase in innovations. These new discoveries or innovations have taken place in many industries, of which the health and pharmaceutical industries has seen a high level of growth. With this fast paced growth and innovation, the world has seen the discoveriy of new drugs and medical discoveries to cure the many diseaseas that had once redered us helpless in the past. There has also been an increased interest in health and wellness programs in the recent years. Individuals of all ages have begun to place increased importance in their personal health and wellness. A rise in awareness and interest has been seen in the recent years, in health and wellness programs such as yoga, ayurveda, accupuncture and various meditation programs, as seen in the recent celebration of world yoga day. Organisations also promote health and wellness through provisions of various benefits and workshops such as medical allowance, insurance, etc. Organisations have also been seen to recognise the importance of mental health in the recent years.They have begun to introduce counsellors, trained coaches, employee assistance programs, etc to help assist their employees needs in a holistic manner. Through these various programs hosted and other benefits offered to individuals by various insititutions to promote health and wellness right from the educational level and continues even after retirement. Gone are the days when employees were used for their services and rewarded only with monetary benefits. Hence people are seen to live longer now since, more focus has been given to them as humans rather than machines. The human aspect is being given more importance and organisations are using this human aspect as an essential resource tied to their success.",0,5,
0,['Could not extract features and score essay.'],,False,[],"People are living longer now a days.This is very good for the people.There are some causes for this phenomenon like people perform's exercise on the daily basis.People eata healthy food.Mostly people avoids the spicy foods.People try to excercise regularly and go for a morning walk.People follows th appropriate schedule for the breakfast,lunch and dinner.People are drinking healthy coldrinks.",0,2,
0,['Could not extract features and score essay.'],,False,[],"yes,i agree this phenomenon.this time in general ,pepole are living longer time.Because bio-medical technology every day developed",0,1,
0,['Could not extract features and score essay.'],,False,[],"People are living longer now adays and the important reason behind it is the advancement in medical reaserch and development.medical science has developed its streams upto such heights that losses of precious lives is reduced to a very lower rate.many countries in world are trying to share their research with world wide research centers. varios equipments developed for complicated,comlex operations and surgerys are playing an important role in saving lives.various safety measures taken,rules developed are increasing safety and decreasing life loss.advancement in various fields such as fire fighting is nessasary to help people and save property loss.various ngo's and groups leading operations rescuing pepole from desasater prone areas results in giving achance to those lives which may not live without there hands of help. Various new technological attempts such as open heart surgerys ,operations,led to further life savings and reaserchers got a new issue to be developed .medical field plays an imp role in handling human lifes .doctors all over world wide should be trained to increase thier efficiency and accuracy.government should take innitiative to develop such special forces in field of medical as well as life saving ngo's.developed countries are making their rules against life safety more stict and leading to offer various safety techniques to be toughten to people to take care of thier on thier own.most off lives are gone due to natural calamities and disasters such as earthquakes,floods ,fires,tornado's,landslides etc.people should be trained agaist such calamities so that they can handle it on their own. various training centers opened worldwide are playing imp role in reducing life losses. snake anti venoms and other such kinds of medicines are now aviliable in markets so it is easy for treatment of such dangerous operations which have less time and the most importatnt ambullance service is improving which plays an important role for carrying the patients from one place to another.",0,4,
0,['Could not extract features and score essay.'],,False,[],General people are living longer life beacause of many things.Just like to eating of useful things are human body required and also medical facility are also availabe so to make human living life are easy.thats why people are living longer life.,0,1,
0,['Could not extract features and score essay.'],,False,[],"In search of better life,people are living longer from home.Those people who left their native places due to the lack of good education,poor medical services as well as transportation problems.Most of the people living longer because of their job in big cities.As a result of these population of cities rare increasing rapidly.People wants to live their life with all modern facilities which are easily available in metro cities.Due to this people start to leave their home and living longer.Also interested people used to go abroad for high education and jobs.One of the main reason of peoples living longer is unemployment and job security.",0,1,
0,['Could not extract features and score essay.'],,False,[],in genral peoples are living longer now because it can be care for health properly.it can be walk for daily.they can cheked the health properly for the doctors.it can for eating vegetables.it can take health care properly.the child of the old peoples can care properly for parents so that this reasons it can leave longer life,0,1,
0,['Could not extract features and score essay.'],,False,[],"now a day people are living longer,they be more health concious and maintain ther diet time to time to be fit and fine. for this they join jim to do exercise for ther free time and also intersting to do yoga. In these days they know how important a human body to be fit and fine. because if they are to be interst to fit and fine they cause some harmful problems, and the result of this, they faced same mojor poblems. #CAUSES OF THIS PHENOMENA.. 1. cause they are not intersted to do exercise. 2. lazyness. 3. comfortable zone. 4. moodyness",0,1,
0,['Could not extract features and score essay.'],,False,[],"NO, I am disagree of that topic. Because of numbar of reasons, like numbar of peoples are death in accidants, cancers, in fire. and I am see in news paper per day approximately 10 peoples are death. means that number of peoples are born and also this quantity of peoples are death. so, I dont want or disagree of people are living longer. And also agree our sciene is reached to the top for solving any human problems,like deaseses, so on. soniya ga",0,0,
0,['Could not extract features and score essay.'],,False,[],people are generly living loonger now. because in this modren age ofglobligetion people are using many things which help in improve there life style. due to this in this age of globlization people are not workingb hard and they live loonger life. the other fact is that inmoderan time medical servises is very doveloped so medical sciences helps in living loonger life. medicalscience now a days improving the health status of human beingso we live longer.,0,2,
0,['Could not extract features and score essay.'],,False,[],"I believe people are living longer now is because of medicine, food habit, exercise. The role that medicine plays when it comes to saving a life is huge especially like curing cancer which once believed cannot be cured. Now days i get to hear more about open heart surgery but seems like tough but doctors over here in chennai are good. Having a good food habit is the key when it comes to living longer. Taking alhocols and smoking which causes cancer so it should be avoided. Take foods which has got less fat. By doing exercise daily one is living longer.",0,2,
0,['Could not extract features and score essay.'],,False,[],"we are living in 21st century where mankind has developed so many techniques to maintain their health. we are in a time when death rate is less than the birth rate. what could possibly the reasons ? mainly the reasons are awareness about the heath complications, and availability of so many health facilities. there are a numbers of hospitals , clinics etc. available even in the remote areas.",0,1,
0,['Could not extract features and score essay.'],,False,[],"I think one of the causes is modern technology. Technology is very advanced nowadays, and also technology comes into many forms. Gadgets and appliances are one of them. But also technology can be applied into medicines. In terms of having cancer it is treatable now by chemotherapy. In Dengue there are many tests that will idenify if you are positive or not. There are many of technologies seen on the hospitals now. Incubator, Dextrose, Pulserate reader, and many more. Many of the taken medicines uses technology. On TV Ads you can see brands of medicines. Because of technology our lives is easier now.",0,2,
